L<r base, L< ,L , L<r2 ,Lr2 , L<r2,nL ,  L<r2,L<r2 , L<,L< 
9.7538,5.4593,9.782,3.2496,6.6685,6.3358,8.7884,3.2155,3.2204,4.692,4.4097
