Input data or print help ? Type [data]/help :


Number of equations to solve (problem size): 1000
1000
Leading dimension of array: 100
100
Warning: incorrect parameter Leading dimension of array (100),
must be not less than (1000),
set to default value (1000).
Number of trials to run: 500
64
500
Data alignment value (in Kbytes): 64
Current date/time: Wed Nov 21 23:51:53 2018

CPU frequency:    1.522 GHz
Number of CPUs: 1
Number of cores: 4
Number of threads: 2

Parameters are set to:

Number of tests: 1
Number of equations to solve (problem size) : 1000 
Leading dimension of array                  : 1000 
Number of trials to run                     : 500  
Data alignment value (in Kbytes)            : 64   

Maximum memory requested that can be used=8085536, at the size=1000

=================== Timing linear equation system solver ===================

Size   LDA    Align. Time(s)    GFlops   Residual     Residual(norm) Check
1000   1000   64     0.047      14.1523  9.419757e-13 3.212379e-02   pass
1000   1000   64     0.047      14.1562  9.419757e-13 3.212379e-02   pass
1000   1000   64     0.047      14.1712  9.419757e-13 3.212379e-02   pass
1000   1000   64     0.047      14.1084  9.419757e-13 3.212379e-02   pass
1000   1000   64     0.047      14.1499  9.419757e-13 3.212379e-02   pass
1000   1000   64     0.047      14.1718  9.419757e-13 3.212379e-02   pass
1000   1000   64     0.047      14.1490  9.419757e-13 3.212379e-02   pass
1000   1000   64     0.047      14.1586  9.419757e-13 3.212379e-02   pass
1000   1000   64     0.047      14.1313  9.419757e-13 3.212379e-02   pass
1000   1000   64     0.047      14.1667  9.419757e-13 3.212379e-02   pass
1000   1000   64     0.047      14.1646  9.419757e-13 3.212379e-02   pass
1000   1000   64     0.047      14.1808  9.419757e-13 3.212379e-02   pass
1000   1000   64     0.047      14.1577  9.419757e-13 3.212379e-02   pass
1000   1000   64     0.047      14.1424  9.419757e-13 3.212379e-02   pass
1000   1000   64     0.047      14.1700  9.419757e-13 3.212379e-02   pass
1000   1000   64     0.047      14.1311  9.419757e-13 3.212379e-02   pass
1000   1000   64     0.047      14.1577  9.419757e-13 3.212379e-02   pass
1000   1000   64     0.047      14.1308  9.419757e-13 3.212379e-02   pass
1000   1000   64     0.049      13.6761  9.419757e-13 3.212379e-02   pass
1000   1000   64     0.047      14.1165  9.419757e-13 3.212379e-02   pass
1000   1000   64     0.047      14.1394  9.419757e-13 3.212379e-02   pass
1000   1000   64     0.047      14.1552  9.419757e-13 3.212379e-02   pass
1000   1000   64     0.047      14.1475  9.419757e-13 3.212379e-02   pass
1000   1000   64     0.047      14.1865  9.419757e-13 3.212379e-02   pass
1000   1000   64     0.047      14.1595  9.419757e-13 3.212379e-02   pass
1000   1000   64     0.047      14.1756  9.419757e-13 3.212379e-02   pass
1000   1000   64     0.047      14.1558  9.419757e-13 3.212379e-02   pass
1000   1000   64     0.047      14.0941  9.419757e-13 3.212379e-02   pass
1000   1000   64     0.047      14.1612  9.419757e-13 3.212379e-02   pass
1000   1000   64     0.047      14.0912  9.419757e-13 3.212379e-02   pass
1000   1000   64     0.047      14.1229  9.419757e-13 3.212379e-02   pass
1000   1000   64     0.047      14.0929  9.419757e-13 3.212379e-02   pass
1000   1000   64     0.047      14.1691  9.419757e-13 3.212379e-02   pass
1000   1000   64     0.047      14.1448  9.419757e-13 3.212379e-02   pass
1000   1000   64     0.047      14.1940  9.419757e-13 3.212379e-02   pass
1000   1000   64     0.047      14.1259  9.419757e-13 3.212379e-02   pass
1000   1000   64     0.047      14.1904  9.419757e-13 3.212379e-02   pass
1000   1000   64     0.047      14.1652  9.419757e-13 3.212379e-02   pass
1000   1000   64     0.047      14.1143  9.419757e-13 3.212379e-02   pass
1000   1000   64     0.047      14.1385  9.419757e-13 3.212379e-02   pass
1000   1000   64     0.047      14.1685  9.419757e-13 3.212379e-02   pass
1000   1000   64     0.047      14.1502  9.419757e-13 3.212379e-02   pass
1000   1000   64     0.047      14.1397  9.419757e-13 3.212379e-02   pass
1000   1000   64     0.047      14.1110  9.419757e-13 3.212379e-02   pass
1000   1000   64     0.047      14.1799  9.419757e-13 3.212379e-02   pass
1000   1000   64     0.047      14.1239  9.419757e-13 3.212379e-02   pass
1000   1000   64     0.047      14.1652  9.419757e-13 3.212379e-02   pass
1000   1000   64     0.047      14.1778  9.419757e-13 3.212379e-02   pass
1000   1000   64     0.047      14.1355  9.419757e-13 3.212379e-02   pass
1000   1000   64     0.047      14.1589  9.419757e-13 3.212379e-02   pass
